Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-3eqj,randomiser-e1us,branch-8hy4,branch-h95v,branch-u9i4,Spreadsheet,height,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,letter,ACQ_answer,ACQ,Level1,Level3,Level4,Level5,Level6,Level7,Level8,Level9,Level10,Level11,Level12,Level13,Level14,Level15,Level16,Level17,Level18,Level19,Level20,Level21,Level22,Level23,Level24,Level25,Level26,Level27,Level28,Level29,Level30,Level31,Level32,Level33,Level34,Level35,Level36,Level37,Level38,Level39,Level40,Level41,Level42,Level43,Level44,Level45,Level46,Level47,Level48,Level49,Level50,Level51,Level52,Level53,Level54,Level55,Level56,Level57,Level58,Level59,Level60,Level61,Level62,Level63,Level64,Level65,Level66,Level68,Level70,Level71,Level72,Level73,Level74,Level75,Level76,Level77,Level78,Level79,Level80,Level81,Level82,Level83,Level84,Level85,Level86,Level87,Level88,Level89,Level90,Level91,Level92,Level93,Level94,Level95,Level96,Level97,Level98,Level99,Level100,Level69,image,Level2,ANSWER,Level67,152,157,163,168,173,178,183,188,193,198
21,1668073134988,10/11/2022 09:38:54,1668073136225,1,10/11/2022 10:38:56,102467,5,task-go51,,25151573,38,7339253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1244x830,1244x683,,Vision tests - online,3,,onlineFirst,152,no_preTest,,152,152,152,18,3,15,end,advancementZone,timelimit_screen,16.265999999988708,,,,,0,1,0,,,1,,1,va,R,,,0.857786271,0.543258903,0.428887465,0.343109428,0.271628011,0.214443024,0.171554351,0.135813825,0.107221423,0.08577713,0.0686217,0.05432551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_upper_100.png,0.686224662,,,,,,,,,,,,
22,1668073135367,10/11/2022 09:38:55,1668073136710,1,10/11/2022 10:38:56,102467,5,task-go51,,25151573,38,7339253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1244x830,1244x683,,Vision tests - online,3,,onlineFirst,152,no_preTest,,152,152,152,11,4,1,Screen 1,fixation,fixation,500.77999999999884,,,,,0,1,0,,,,,,cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1668073135504,10/11/2022 09:38:55,1668073136776,1,10/11/2022 10:38:56,102467,5,task-go51,,25151573,38,7339253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1244x830,1244x683,,Vision tests - online,3,,onlineFirst,152,no_preTest,,152,152,152,10,4,1,start,script,force_advance,49.60000000000582,,,,,0,1,0,,,,,1,va,H,,,0.857786271,0.543258903,0.428887465,0.343109428,0.271628011,0.214443024,0.171554351,0.135813825,0.107221423,0.08577713,0.0686217,0.05432551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H_upper_100.png,0.686224662,,,,,,,,,,,,
24,1668073136757,10/11/2022 09:38:56,1668073138103,1,10/11/2022 10:38:58,102467,5,task-go51,,25151573,38,7339253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1244x830,1244x683,,Vision tests - online,3,,onlineFirst,152,no_preTest,,152,152,152,10,4,5,Level4,Zone2,response_text_entry,1312.4000000953674,,Enter Key,h,1,1,0,0,,,,,1,va,H,,,0.857786271,0.543258903,0.428887465,0.343109428,0.271628011,0.214443024,0.171554351,0.135813825,0.107221423,0.08577713,0.0686217,0.05432551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H_upper_100.png,0.686224662,,,,,,,,,,,,
25,1668073136857,10/11/2022 09:38:56,1668073138116,1,10/11/2022 10:38:58,102467,5,task-go51,,25151573,38,7339253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1244x830,1244x683,,Vision tests - online,3,,onlineFirst,152,no_preTest,,152,152,152,10,4,15,end,advancementZone,timelimit_screen,16.698000000003958,,,,,0,1,0,,,1,,1,va,H,,,0.857786271,0.543258903,0.428887465,0.343109428,0.271628011,0.214443024,0.171554351,0.135813825,0.107221423,0.08577713,0.0686217,0.05432551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H_upper_100.png,0.686224662,,,,,,,,,,,,
26,1668073137265,10/11/2022 09:38:57,1668073138611,1,10/11/2022 10:38:58,102467,5,task-go51,,25151573,38,7339253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1244x830,1244x683,,Vision tests - online,3,,onlineFirst,152,no_preTest,,152,152,152,13,5,1,Screen 1,fixation,fixation,500.6429999999964,,,,,0,1,0,,,,,,cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1668073137457,10/11/2022 09:38:57,1668073138679,1,10/11/2022 10:38:58,102467,5,task-go51,,25151573,38,7339253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1244x830,1244x683,,Vision tests - online,3,,onlineFirst,152,no_preTest,,152,152,152,16,5,1,start,script,force_advance,49.711999999999534,,,,,0,1,0,,,,,1,va,O,,,0.857786271,0.543258903,0.428887465,0.343109428,0.271628011,0.214443024,0.171554351,0.135813825,0.107221423,0.08577713,0.0686217,0.05432551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O_upper_100.png,0.686224662,,,,,,,,,,,,
28,1668073138746,10/11/2022 09:38:58,1668073140098,1,10/11/2022 10:39:00,102467,5,task-go51,,25151573,38,7339253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1244x830,1244x683,,Vision tests - online,3,,onlineFirst,152,no_preTest,,152,152,152,16,5,6,Level5,Zone2,response_text_entry,1405.3999999761581,,Enter Key,o,1,1,0,0,,,,,1,va,O,,,0.857786271,0.543258903,0.428887465,0.343109428,0.271628011,0.214443024,0.171554351,0.135813825,0.107221423,0.08577713,0.0686217,0.05432551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O_upper_100.png,0.686224662,,,,,,,,,,,,
29,1668073138833,10/11/2022 09:38:58,1668073140107,1,10/11/2022 10:39:00,102467,5,task-go51,,25151573,38,7339253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1244x830,1244x683,,Vision tests - online,3,,onlineFirst,152,no_preTest,,152,152,152,16,5,15,end,advancementZone,timelimit_screen,16.644000000000233,,,,,0,1,0,,,1,,1,va,O,,,0.857786271,0.543258903,0.428887465,0.343109428,0.271628011,0.214443024,0.171554351,0.135813825,0.107221423,0.08577713,0.0686217,0.05432551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O_upper_100.png,0.686224662,,,,,,,,,,,,
30,1668073139262,10/11/2022 09:38:59,1668073140596,1,10/11/2022 10:39:00,102467,5,task-go51,,25151573,38,7339253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1244x830,1244x683,,Vision tests - online,3,,onlineFirst,152,no_preTest,,152,152,152,15,6,1,Screen 1,fixation,fixation,500.7549999999901,,,,,0,1,0,,,,,,cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
