Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-3eqj,randomiser-e1us,branch-8hy4,branch-h95v,branch-u9i4,Spreadsheet,height,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,letter,ACQ_answer,ACQ,Level1,Level3,Level4,Level5,Level6,Level7,Level8,Level9,Level10,Level11,Level12,Level13,Level14,Level15,Level16,Level17,Level18,Level19,Level20,Level21,Level22,Level23,Level24,Level25,Level26,Level27,Level28,Level29,Level30,Level31,Level32,Level33,Level34,Level35,Level36,Level37,Level38,Level39,Level40,Level41,Level42,Level43,Level44,Level45,Level46,Level47,Level48,Level49,Level50,Level51,Level52,Level53,Level54,Level55,Level56,Level57,Level58,Level59,Level60,Level61,Level62,Level63,Level64,Level65,Level66,Level68,Level70,Level71,Level72,Level73,Level74,Level75,Level76,Level77,Level78,Level79,Level80,Level81,Level82,Level83,Level84,Level85,Level86,Level87,Level88,Level89,Level90,Level91,Level92,Level93,Level94,Level95,Level96,Level97,Level98,Level99,Level100,Level69,image,Level2,ANSWER,Level67,152,157,163,168,173,178,183,188,193,198
21,1668154752463,11/11/2022 08:19:12,1668154752353,1,11/11/2022 09:19:12,102467,5,task-svji,,25171820,41,7339257,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1233x609,,Vision tests - online,3,193,chartFirst,,no_preTest,,193,193,193,10,3,15,end,advancementZone,timelimit_screen,16.661999999996624,,,,,0,1,0,,,1,,1,va,H,,,1.089162831,0.689795844,0.544574215,0.435658681,0.344896093,0.272286208,0.21782888,0.172447818,0.136142991,0.108914382,0.0871315,0.068979102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H_upper_100.png,0.871324735,,,,,,,,,,,,
22,1668154752884,11/11/2022 08:19:12,1668154752844,1,11/11/2022 09:19:12,102467,5,task-svji,,25171820,41,7339257,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1233x609,,Vision tests - online,3,193,chartFirst,,no_preTest,,193,193,193,11,4,1,Screen 1,fixation,fixation,500.002999999997,,,,,0,1,0,,,,,,cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1668154752987,11/11/2022 08:19:12,1668154752905,1,11/11/2022 09:19:12,102467,5,task-svji,,25171820,41,7339257,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1233x609,,Vision tests - online,3,193,chartFirst,,no_preTest,,193,193,193,22,4,1,start,script,force_advance,50.013000000006286,,,,,0,1,0,,,,,1,va,U,,,1.089162831,0.689795844,0.544574215,0.435658681,0.344896093,0.272286208,0.21782888,0.172447818,0.136142991,0.108914382,0.0871315,0.068979102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_upper_100.png,0.871324735,,,,,,,,,,,,
24,1668154754223,11/11/2022 08:19:14,1668154754184,1,11/11/2022 09:19:14,102467,5,task-svji,,25171820,41,7339257,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1233x609,,Vision tests - online,3,193,chartFirst,,no_preTest,,193,193,193,22,4,5,Level4,Zone2,response_text_entry,1259.1000000238419,,Enter Key,u,1,1,0,0,,,,,1,va,U,,,1.089162831,0.689795844,0.544574215,0.435658681,0.344896093,0.272286208,0.21782888,0.172447818,0.136142991,0.108914382,0.0871315,0.068979102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_upper_100.png,0.871324735,,,,,,,,,,,,
25,1668154754311,11/11/2022 08:19:14,1668154754196,1,11/11/2022 09:19:14,102467,5,task-svji,,25171820,41,7339257,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1233x609,,Vision tests - online,3,193,chartFirst,,no_preTest,,193,193,193,22,4,15,end,advancementZone,timelimit_screen,16.773000000001048,,,,,0,1,0,,,1,,1,va,U,,,1.089162831,0.689795844,0.544574215,0.435658681,0.344896093,0.272286208,0.21782888,0.172447818,0.136142991,0.108914382,0.0871315,0.068979102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_upper_100.png,0.871324735,,,,,,,,,,,,
26,1668154754727,11/11/2022 08:19:14,1668154754695,1,11/11/2022 09:19:14,102467,5,task-svji,,25171820,41,7339257,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1233x609,,Vision tests - online,3,193,chartFirst,,no_preTest,,193,193,193,13,5,1,Screen 1,fixation,fixation,499.9189999999944,,,,,0,1,0,,,,,,cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1668154754831,11/11/2022 08:19:14,1668154754759,1,11/11/2022 09:19:14,102467,5,task-svji,,25171820,41,7339257,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1233x609,,Vision tests - online,3,193,chartFirst,,no_preTest,,193,193,193,18,5,1,start,script,force_advance,49.94100000000617,,,,,0,1,0,,,,,1,va,R,,,1.089162831,0.689795844,0.544574215,0.435658681,0.344896093,0.272286208,0.21782888,0.172447818,0.136142991,0.108914382,0.0871315,0.068979102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_upper_100.png,0.871324735,,,,,,,,,,,,
28,1668154756014,11/11/2022 08:19:16,1668154755981,1,11/11/2022 09:19:15,102467,5,task-svji,,25171820,41,7339257,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1233x609,,Vision tests - online,3,193,chartFirst,,no_preTest,,193,193,193,18,5,6,Level5,Zone2,response_text_entry,1205.2999999523163,,Enter Key,r,1,1,0,0,,,,,1,va,R,,,1.089162831,0.689795844,0.544574215,0.435658681,0.344896093,0.272286208,0.21782888,0.172447818,0.136142991,0.108914382,0.0871315,0.068979102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_upper_100.png,0.871324735,,,,,,,,,,,,
29,1668154756110,11/11/2022 08:19:16,1668154755990,1,11/11/2022 09:19:15,102467,5,task-svji,,25171820,41,7339257,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1233x609,,Vision tests - online,3,193,chartFirst,,no_preTest,,193,193,193,18,5,15,end,advancementZone,timelimit_screen,16.654999999998836,,,,,0,1,0,,,1,,1,va,R,,,1.089162831,0.689795844,0.544574215,0.435658681,0.344896093,0.272286208,0.21782888,0.172447818,0.136142991,0.108914382,0.0871315,0.068979102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_upper_100.png,0.871324735,,,,,,,,,,,,
30,1668154756518,11/11/2022 08:19:16,1668154756478,1,11/11/2022 09:19:16,102467,5,task-svji,,25171820,41,7339257,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1233x609,,Vision tests - online,3,193,chartFirst,,no_preTest,,193,193,193,15,6,1,Screen 1,fixation,fixation,500.028999999995,,,,,0,1,0,,,,,,cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1668154756614,11/11/2022 08:19:16,1668154756541,1,11/11/2022 09:19:16,102467,5,task-svji,,25171820,41,7339257,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1233x609,,Vision tests - online,3,193,chartFirst,,no_preTest,,193,193,193,24,6,1,start,script,force_advance,50.012000000002445,,,,,0,1,0,,,,,1,va,V,,,1.089162831,0.689795844,0.544574215,0.435658681,0.344896093,0.272286208,0.21782888,0.172447818,0.136142991,0.108914382,0.0871315,0.068979102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V_upper_100.png,0.871324735,,,,,,,,,,,,
32,1668154757927,11/11/2022 08:19:17,1668154757882,1,11/11/2022 09:19:17,102467,5,task-svji,,25171820,41,7339257,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1233x609,,Vision tests - online,3,193,chartFirst,,no_preTest,,193,193,193,24,6,7,Level6,Zone2,response_text_entry,1321.7000000476837,,Enter Key,v,1,1,0,0,,,,,1,va,V,,,1.089162831,0.689795844,0.544574215,0.435658681,0.344896093,0.272286208,0.21782888,0.172447818,0.136142991,0.108914382,0.0871315,0.068979102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V_upper_100.png,0.871324735,,,,,,,,,,,,
33,1668154758005,11/11/2022 08:19:18,1668154757897,1,11/11/2022 09:19:17,102467,5,task-svji,,25171820,41,7339257,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1233x609,,Vision tests - online,3,193,chartFirst,,no_preTest,,193,193,193,24,6,15,end,advancementZone,timelimit_screen,16.686999999990803,,,,,0,1,0,,,1,,1,va,V,,,1.089162831,0.689795844,0.544574215,0.435658681,0.344896093,0.272286208,0.21782888,0.172447818,0.136142991,0.108914382,0.0871315,0.068979102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V_upper_100.png,0.871324735,,,,,,,,,,,,
